"","species","month","day","year","box","pollen","occurrence"
"2914","Archilochus colubris",5,14,2016,3,27.0807462278754,FALSE
"2915","Archilochus colubris",5,14,2016,3,27.0807462278754,FALSE
"2916","Archilochus colubris",5,14,2016,1,57.4604766909033,FALSE
"2917","Archilochus colubris",5,14,2016,3,27.0807462278754,FALSE
"2918","Archilochus colubris",5,14,2016,2,42.7699127001688,TRUE
"2919","Archilochus colubris",5,14,2016,2,42.7699127001688,TRUE
"2920","Archilochus colubris",5,14,2016,2,42.7699127001688,TRUE
"2921","Archilochus colubris",5,14,2016,3,27.0807462278754,FALSE
"2922","Archilochus colubris",5,14,2016,2,42.7699127001688,TRUE
"2923","Archilochus colubris",5,14,2016,2,42.7699127001688,TRUE
"2924","Archilochus colubris",5,15,2016,3,27.0807462278754,FALSE
"2925","Archilochus colubris",5,15,2016,2,42.7699127001688,TRUE
"2926","Archilochus colubris",5,15,2016,3,27.0807462278754,FALSE
"2927","Archilochus colubris",5,15,2016,2,42.7699127001688,TRUE
"2928","Archilochus colubris",5,15,2016,3,27.0807462278754,FALSE
"2929","Archilochus colubris",5,15,2016,1,57.4604766909033,FALSE
"2930","Archilochus colubris",5,15,2016,3,27.0807462278754,FALSE
"2931","Archilochus colubris",5,15,2016,3,27.0807462278754,FALSE
"2932","Archilochus colubris",5,14,2016,3,27.0807462278754,FALSE
"2933","Archilochus colubris",5,15,2016,3,27.0807462278754,FALSE
"2934","Archilochus colubris",5,14,2016,3,27.0807462278754,FALSE
"2935","Archilochus colubris",5,15,2016,2,42.7699127001688,TRUE
"2936","Archilochus colubris",5,14,2016,1,57.4604766909033,FALSE
"2937","Archilochus colubris",5,14,2016,1,57.4604766909033,FALSE
"2938","Archilochus colubris",5,15,2016,3,27.0807462278754,FALSE
"2939","Archilochus colubris",5,15,2016,1,57.4604766909033,FALSE
"2940","Archilochus colubris",5,15,2016,3,27.0807462278754,FALSE
"2941","Archilochus colubris",5,15,2016,3,27.0807462278754,FALSE
"2942","Archilochus colubris",5,14,2016,3,27.0807462278754,FALSE
"2943","Archilochus colubris",5,15,2016,2,42.7699127001688,TRUE
"2944","Archilochus colubris",5,12,2016,1,57.4604766909033,FALSE
"2945","Archilochus colubris",5,14,2016,2,42.7699127001688,TRUE
"2946","Archilochus colubris",5,14,2016,1,57.4604766909033,FALSE
"2947","Archilochus colubris",5,14,2016,3,27.0807462278754,FALSE
"2948","Archilochus colubris",5,14,2016,2,42.7699127001688,TRUE
"2949","Archilochus colubris",5,14,2016,3,27.0807462278754,FALSE
"2950","Archilochus colubris",5,20,2014,3,53.7168586160988,FALSE
"2951","Archilochus colubris",5,20,2014,3,53.7168586160988,FALSE
"2952","Archilochus colubris",5,20,2014,3,53.7168586160988,FALSE
"2953","Archilochus colubris",5,20,2014,3,53.7168586160988,FALSE
"2954","Archilochus colubris",5,20,2014,3,53.7168586160988,FALSE
"2955","Archilochus colubris",5,20,2014,3,53.7168586160988,FALSE
"2956","Archilochus colubris",5,21,2014,3,53.7168586160988,FALSE
"2957","Archilochus colubris",5,21,2014,3,53.7168586160988,FALSE
"2958","Archilochus colubris",5,20,2014,3,53.7168586160988,FALSE
"2959","Archilochus colubris",5,21,2014,3,53.7168586160988,FALSE
"2960","Archilochus colubris",5,21,2014,3,53.7168586160988,FALSE
"2961","Archilochus colubris",5,21,2014,1,10.2195176994428,FALSE
"2962","Archilochus colubris",5,21,2014,3,53.7168586160988,FALSE
"2963","Archilochus colubris",5,21,2014,3,53.7168586160988,FALSE
"2964","Archilochus colubris",5,21,2014,3,53.7168586160988,FALSE
"2965","Archilochus colubris",5,21,2014,3,53.7168586160988,FALSE
"2966","Archilochus colubris",5,21,2014,3,53.7168586160988,FALSE
"2967","Archilochus colubris",5,20,2014,3,53.7168586160988,FALSE
"2968","Archilochus colubris",5,21,2014,3,53.7168586160988,FALSE
"2969","Archilochus colubris",5,21,2014,3,53.7168586160988,FALSE
"2970","Archilochus colubris",5,20,2014,3,53.7168586160988,FALSE
"2971","Archilochus colubris",5,22,2014,2,32.6604723464698,TRUE
"2972","Archilochus colubris",5,21,2014,2,32.6604723464698,TRUE
"2973","Archilochus colubris",5,21,2014,3,53.7168586160988,FALSE
"2974","Archilochus colubris",5,20,2014,3,53.7168586160988,FALSE
"2975","Archilochus colubris",5,21,2014,3,53.7168586160988,FALSE
"2976","Archilochus colubris",5,19,2014,2,32.6604723464698,TRUE
"2977","Archilochus colubris",5,21,2014,3,53.7168586160988,FALSE
"2978","Archilochus colubris",5,20,2014,3,53.7168586160988,FALSE
"2979","Archilochus colubris",5,21,2014,3,53.7168586160988,FALSE
"2980","Archilochus colubris",5,20,2014,3,53.7168586160988,FALSE
"2981","Archilochus colubris",5,11,2014,3,53.7168586160988,FALSE
"2982","Archilochus colubris",5,21,2014,3,53.7168586160988,FALSE
"2983","Archilochus colubris",5,16,2014,3,53.7168586160988,FALSE
"2984","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"2985","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"2986","Archilochus colubris",5,22,2014,2,32.6604723464698,TRUE
"2987","Archilochus colubris",5,21,2014,3,53.7168586160988,FALSE
"2988","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"2989","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"2990","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"2991","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"2992","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"2993","Archilochus colubris",5,22,2014,1,10.2195176994428,FALSE
"2994","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"2995","Archilochus colubris",5,21,2014,1,10.2195176994428,FALSE
"2996","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"2997","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"2998","Archilochus colubris",5,22,2014,2,32.6604723464698,TRUE
"2999","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"3000","Archilochus colubris",5,21,2014,2,32.6604723464698,TRUE
"3001","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"3002","Archilochus colubris",5,23,2014,3,53.7168586160988,FALSE
"3003","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"3004","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"3005","Archilochus colubris",5,21,2014,2,32.6604723464698,TRUE
"3006","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"3007","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"3008","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"3009","Archilochus colubris",6,27,2004,3,17.5129725597799,FALSE
"3010","Archilochus colubris",4,16,2014,1,53.4283313667402,TRUE
"3011","Archilochus colubris",5,22,2014,2,32.6604723464698,TRUE
"3012","Archilochus colubris",5,22,2014,2,32.6604723464698,TRUE
"3013","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"3014","Archilochus colubris",5,22,2014,1,10.2195176994428,FALSE
"3015","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"3016","Archilochus colubris",4,9,2014,1,53.4283313667402,TRUE
"3017","Archilochus colubris",5,19,2004,3,63.1963805062696,FALSE
"3018","Archilochus colubris",6,25,2004,3,17.5129725597799,FALSE
"3019","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"3020","Archilochus colubris",5,22,2014,2,32.6604723464698,TRUE
"3021","Archilochus colubris",5,2,2014,2,32.6604723464698,TRUE
"3022","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"3023","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"3024","Archilochus colubris",5,16,2014,1,10.2195176994428,FALSE
"3025","Archilochus colubris",5,22,2014,3,53.7168586160988,FALSE
"3026","Archilochus colubris",5,17,2014,3,53.7168586160988,FALSE
"3027","Archilochus colubris",5,23,2014,3,53.7168586160988,FALSE
"3028","Archilochus colubris",5,23,2014,3,53.7168586160988,FALSE
"3029","Archilochus colubris",5,23,2014,3,53.7168586160988,FALSE
"3030","Archilochus colubris",5,23,2014,1,10.2195176994428,FALSE
"3031","Archilochus colubris",5,23,2014,2,32.6604723464698,TRUE
"3032","Archilochus colubris",5,23,2014,3,53.7168586160988,FALSE
"3033","Archilochus colubris",5,23,2014,3,53.7168586160988,FALSE
"3034","Archilochus colubris",5,23,2014,1,10.2195176994428,FALSE
"3035","Archilochus colubris",2,15,2013,1,15.8931906335056,TRUE
"3036","Archilochus colubris",1,21,2013,1,77.8484497219324,TRUE
"3037","Archilochus colubris",2,18,2013,1,15.8931906335056,TRUE
"3038","Archilochus colubris",2,20,2013,1,15.8931906335056,TRUE
"3039","Archilochus colubris",2,19,2013,1,15.8931906335056,TRUE
"3040","Archilochus colubris",12,10,2011,1,83.3009922644123,FALSE
"3041","Archilochus colubris",2,18,2013,1,15.8931906335056,TRUE
"3042","Archilochus colubris",2,18,2013,1,15.8931906335056,TRUE
"3043","Archilochus colubris",2,17,2013,1,15.8931906335056,TRUE
"3044","Archilochus colubris",2,17,2013,1,15.8931906335056,TRUE
"3045","Archilochus colubris",2,18,2013,1,15.8931906335056,TRUE
"3046","Archilochus colubris",2,15,2013,1,15.8931906335056,TRUE
"3047","Archilochus colubris",2,16,2013,1,15.8931906335056,TRUE
"3048","Archilochus colubris",2,18,2013,1,15.8931906335056,TRUE
"3049","Archilochus colubris",2,18,2013,1,15.8931906335056,TRUE
"3050","Archilochus colubris",2,15,2013,1,15.8931906335056,TRUE
"3051","Archilochus colubris",5,17,2009,3,93.8175234710798,FALSE
"3052","Archilochus colubris",2,19,2013,1,15.8931906335056,TRUE
"3053","Archilochus colubris",2,23,2013,1,15.8931906335056,TRUE
"3054","Archilochus colubris",2,20,2013,1,15.8931906335056,TRUE
"3055","Archilochus colubris",2,22,2013,1,15.8931906335056,TRUE
"3056","Archilochus colubris",2,22,2013,1,15.8931906335056,TRUE
"3057","Archilochus colubris",2,21,2013,1,15.8931906335056,TRUE
"3058","Archilochus colubris",3,5,2012,1,35.0284036016092,FALSE
"3059","Archilochus colubris",2,20,2013,1,15.8931906335056,TRUE
"3060","Archilochus colubris",2,15,2013,1,15.8931906335056,TRUE
"3061","Archilochus colubris",2,18,2013,1,15.8931906335056,TRUE
"3062","Archilochus colubris",2,19,2013,1,15.8931906335056,TRUE
"3063","Archilochus colubris",8,14,2008,3,74.2030676919967,FALSE
"3064","Archilochus colubris",2,18,2013,1,15.8931906335056,TRUE
"3065","Archilochus colubris",2,15,2013,1,15.8931906335056,TRUE
"3066","Archilochus colubris",2,23,2013,1,15.8931906335056,TRUE
"3067","Archilochus colubris",2,25,2013,1,15.8931906335056,TRUE
"3068","Archilochus colubris",2,24,2013,1,15.8931906335056,TRUE
"3069","Archilochus colubris",2,16,2013,1,15.8931906335056,TRUE
"3070","Archilochus colubris",1,8,2013,1,77.8484497219324,TRUE
"3071","Archilochus colubris",2,26,2013,1,15.8931906335056,TRUE
"3072","Archilochus colubris",2,19,2013,1,15.8931906335056,TRUE
"3073","Archilochus colubris",2,26,2013,1,15.8931906335056,TRUE
"3074","Archilochus colubris",2,26,2013,1,15.8931906335056,TRUE
"3075","Archilochus colubris",2,16,2013,1,15.8931906335056,TRUE
"3076","Archilochus colubris",2,18,2013,1,15.8931906335056,TRUE
"3077","Archilochus colubris",3,1,2013,1,96.3137651327997,FALSE
"3078","Archilochus colubris",3,1,2013,1,96.3137651327997,FALSE
"3079","Archilochus colubris",2,27,2013,1,15.8931906335056,TRUE
"3080","Archilochus colubris",2,28,2013,1,15.8931906335056,TRUE
"3081","Archilochus colubris",12,22,2012,1,74.5784966042265,FALSE
"3082","Archilochus colubris",2,16,2013,1,15.8931906335056,TRUE
"3083","Archilochus colubris",2,27,2013,1,15.8931906335056,TRUE
"3084","Archilochus colubris",2,18,2013,1,15.8931906335056,TRUE
"3085","Archilochus colubris",2,16,2013,1,15.8931906335056,TRUE
"3086","Archilochus colubris",3,1,2013,1,96.3137651327997,FALSE
"3087","Archilochus colubris",2,16,2013,1,15.8931906335056,TRUE
"3088","Archilochus colubris",3,2,2013,1,96.3137651327997,FALSE
"3089","Archilochus colubris",3,2,2013,1,96.3137651327997,FALSE
"3090","Archilochus colubris",1,25,2013,1,77.8484497219324,TRUE
"3091","Archilochus colubris",1,31,2013,1,77.8484497219324,TRUE
"3092","Archilochus colubris",12,8,2012,1,74.5784966042265,FALSE
"3093","Archilochus colubris",3,3,2013,1,96.3137651327997,FALSE
"3094","Archilochus colubris",12,15,2012,1,74.5784966042265,FALSE
"3095","Archilochus colubris",12,22,2012,1,74.5784966042265,FALSE
"3096","Archilochus colubris",3,2,2013,1,96.3137651327997,FALSE
"3097","Archilochus colubris",3,3,2013,1,96.3137651327997,FALSE
"3098","Archilochus colubris",3,4,2013,1,96.3137651327997,FALSE
"3099","Archilochus colubris",3,4,2013,1,96.3137651327997,FALSE
"3100","Archilochus colubris",3,4,2013,1,96.3137651327997,FALSE
"3101","Archilochus colubris",3,4,2013,1,96.3137651327997,FALSE
"3102","Archilochus colubris",9,3,2016,1,39.993580779992,FALSE
"3103","Archilochus colubris",9,3,2016,2,5.05335892084986,FALSE
"3104","Archilochus colubris",9,1,2016,3,18.8237653346732,FALSE
"3105","Archilochus colubris",9,3,2016,2,5.05335892084986,FALSE
"3106","Archilochus colubris",8,31,2016,2,77.9538341099396,FALSE
"3107","Archilochus colubris",9,1,2016,2,5.05335892084986,FALSE
"3108","Archilochus colubris",9,3,2016,2,5.05335892084986,FALSE
"3109","Archilochus colubris",8,21,2016,2,77.9538341099396,FALSE
"3110","Archilochus colubris",9,3,2016,1,39.993580779992,FALSE
"3111","Archilochus colubris",9,3,2016,3,18.8237653346732,FALSE
"3112","Archilochus colubris",9,1,2016,3,18.8237653346732,FALSE
"3113","Archilochus colubris",9,3,2016,2,5.05335892084986,FALSE
"3114","Archilochus colubris",9,4,2016,3,18.8237653346732,FALSE
"3115","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3116","Archilochus colubris",9,3,2016,3,18.8237653346732,FALSE
"3117","Archilochus colubris",9,3,2016,2,5.05335892084986,FALSE
"3118","Archilochus colubris",9,3,2016,1,39.993580779992,FALSE
"3119","Archilochus colubris",9,3,2016,3,18.8237653346732,FALSE
"3120","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3121","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3122","Archilochus colubris",9,4,2016,3,18.8237653346732,FALSE
"3123","Archilochus colubris",9,4,2016,3,18.8237653346732,FALSE
"3124","Archilochus colubris",9,4,2016,1,39.993580779992,FALSE
"3125","Archilochus colubris",3,23,2016,1,0.0843631569296122,FALSE
"3126","Archilochus colubris",9,4,2016,3,18.8237653346732,FALSE
"3127","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3128","Archilochus colubris",9,4,2016,3,18.8237653346732,FALSE
"3129","Archilochus colubris",9,1,2016,2,5.05335892084986,FALSE
"3130","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3131","Archilochus colubris",9,3,2016,3,18.8237653346732,FALSE
"3132","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3133","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3134","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3135","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3136","Archilochus colubris",9,4,2016,1,39.993580779992,FALSE
"3137","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3138","Archilochus colubris",9,2,2016,3,18.8237653346732,FALSE
"3139","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3140","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3141","Archilochus colubris",9,4,2016,1,39.993580779992,FALSE
"3142","Archilochus colubris",9,4,2016,1,39.993580779992,FALSE
"3143","Archilochus colubris",9,4,2016,1,39.993580779992,FALSE
"3144","Archilochus colubris",9,4,2016,1,39.993580779992,FALSE
"3145","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3146","Archilochus colubris",9,3,2016,1,39.993580779992,FALSE
"3147","Archilochus colubris",9,4,2016,3,18.8237653346732,FALSE
"3148","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3149","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3150","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3151","Archilochus colubris",9,4,2016,3,18.8237653346732,FALSE
"3152","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3153","Archilochus colubris",9,3,2016,2,5.05335892084986,FALSE
"3154","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3155","Archilochus colubris",5,2,2014,2,32.6604723464698,TRUE
"3156","Archilochus colubris",9,4,2016,1,39.993580779992,FALSE
"3157","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3158","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3159","Archilochus colubris",9,3,2016,2,5.05335892084986,FALSE
"3160","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3161","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3162","Archilochus colubris",9,3,2016,2,5.05335892084986,FALSE
"3163","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3164","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3165","Archilochus colubris",9,4,2016,1,39.993580779992,FALSE
"3166","Archilochus colubris",9,5,2016,3,18.8237653346732,FALSE
"3167","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3168","Archilochus colubris",9,4,2016,3,18.8237653346732,FALSE
"3169","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3170","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3171","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3172","Archilochus colubris",9,2,2016,3,18.8237653346732,FALSE
"3173","Archilochus colubris",9,3,2016,3,18.8237653346732,FALSE
"3174","Archilochus colubris",9,5,2016,1,39.993580779992,FALSE
"3175","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3176","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3177","Archilochus colubris",9,5,2016,1,39.993580779992,FALSE
"3178","Archilochus colubris",9,5,2016,3,18.8237653346732,FALSE
"3179","Archilochus colubris",9,5,2016,1,39.993580779992,FALSE
"3180","Archilochus colubris",9,5,2016,1,39.993580779992,FALSE
"3181","Archilochus colubris",8,19,2016,3,13.2742640562356,FALSE
"3182","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3183","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3184","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3185","Archilochus colubris",8,12,2016,3,13.2742640562356,FALSE
"3186","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3187","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3188","Archilochus colubris",9,5,2016,3,18.8237653346732,FALSE
"3189","Archilochus colubris",8,12,2016,3,13.2742640562356,FALSE
"3190","Archilochus colubris",8,13,2016,3,13.2742640562356,FALSE
"3191","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3192","Archilochus colubris",9,5,2016,3,18.8237653346732,FALSE
"3193","Archilochus colubris",8,10,2016,3,13.2742640562356,FALSE
"3194","Archilochus colubris",8,11,2016,3,13.2742640562356,FALSE
"3195","Archilochus colubris",9,4,2016,3,18.8237653346732,FALSE
"3196","Archilochus colubris",9,5,2016,3,18.8237653346732,FALSE
"3197","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3198","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3199","Archilochus colubris",9,3,2016,3,18.8237653346732,FALSE
"3200","Archilochus colubris",9,5,2016,3,18.8237653346732,FALSE
"3201","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3202","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3203","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3204","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3205","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3206","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3207","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3208","Archilochus colubris",9,5,2016,3,18.8237653346732,FALSE
"3209","Archilochus colubris",9,5,2016,3,18.8237653346732,FALSE
"3210","Archilochus colubris",9,3,2016,3,18.8237653346732,FALSE
"3211","Archilochus colubris",7,16,2007,1,95.1399073703215,FALSE
"3212","Archilochus colubris",7,9,2016,3,76.5932532958686,FALSE
"3213","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3214","Archilochus colubris",7,14,2016,3,76.5932532958686,FALSE
"3215","Archilochus colubris",9,6,2016,2,5.05335892084986,FALSE
"3216","Archilochus colubris",8,26,2016,3,13.2742640562356,FALSE
"3217","Archilochus colubris",9,6,2016,2,5.05335892084986,FALSE
"3218","Archilochus colubris",9,5,2016,3,18.8237653346732,FALSE
"3219","Archilochus colubris",9,6,2016,2,5.05335892084986,FALSE
"3220","Archilochus colubris",8,30,2016,3,13.2742640562356,FALSE
"3221","Archilochus colubris",8,23,2016,3,13.2742640562356,FALSE
"3222","Archilochus colubris",8,26,2016,3,13.2742640562356,FALSE
"3223","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3224","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3225","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3226","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3227","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3228","Archilochus colubris",8,30,2016,2,77.9538341099396,FALSE
"3229","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3230","Archilochus colubris",9,5,2016,3,18.8237653346732,FALSE
"3231","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3232","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3233","Archilochus colubris",9,5,2016,3,18.8237653346732,FALSE
"3234","Archilochus colubris",9,5,2016,3,18.8237653346732,FALSE
"3235","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3236","Archilochus colubris",9,5,2016,3,18.8237653346732,FALSE
"3237","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3238","Archilochus colubris",9,5,2016,3,18.8237653346732,FALSE
"3239","Archilochus colubris",9,5,2016,3,18.8237653346732,FALSE
"3240","Archilochus colubris",9,5,2016,3,18.8237653346732,FALSE
"3241","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3242","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3243","Archilochus colubris",9,5,2016,1,39.993580779992,FALSE
"3244","Archilochus colubris",9,5,2016,1,39.993580779992,FALSE
"3245","Archilochus colubris",9,3,2016,2,5.05335892084986,FALSE
"3246","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3247","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3248","Archilochus colubris",9,4,2016,3,18.8237653346732,FALSE
"3249","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3250","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3251","Archilochus colubris",9,5,2016,1,39.993580779992,FALSE
"3252","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3253","Archilochus colubris",9,4,2016,3,18.8237653346732,FALSE
"3254","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3255","Archilochus colubris",9,5,2016,3,18.8237653346732,FALSE
"3256","Archilochus colubris",9,7,2016,2,5.05335892084986,FALSE
"3257","Archilochus colubris",9,7,2016,3,18.8237653346732,FALSE
"3258","Archilochus colubris",9,7,2016,1,39.993580779992,FALSE
"3259","Archilochus colubris",9,7,2016,2,5.05335892084986,FALSE
"3260","Archilochus colubris",9,7,2016,1,39.993580779992,FALSE
"3261","Archilochus colubris",9,6,2016,2,5.05335892084986,FALSE
"3262","Archilochus colubris",9,6,2016,2,5.05335892084986,FALSE
"3263","Archilochus colubris",9,7,2016,1,39.993580779992,FALSE
"3264","Archilochus colubris",9,6,2016,2,5.05335892084986,FALSE
"3265","Archilochus colubris",9,6,2016,3,18.8237653346732,FALSE
"3266","Archilochus colubris",9,7,2016,2,5.05335892084986,FALSE
"3267","Archilochus colubris",9,7,2016,3,18.8237653346732,FALSE
"3268","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3269","Archilochus colubris",9,6,2016,3,18.8237653346732,FALSE
"3270","Archilochus colubris",8,17,2016,2,77.9538341099396,FALSE
"3271","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3272","Archilochus colubris",9,6,2016,2,5.05335892084986,FALSE
"3273","Archilochus colubris",9,4,2016,1,39.993580779992,FALSE
"3274","Archilochus colubris",9,6,2016,3,18.8237653346732,FALSE
"3275","Archilochus colubris",9,6,2016,2,5.05335892084986,FALSE
"3276","Archilochus colubris",9,4,2016,2,5.05335892084986,FALSE
"3277","Archilochus colubris",9,6,2016,3,18.8237653346732,FALSE
"3278","Archilochus colubris",9,6,2016,3,18.8237653346732,FALSE
"3279","Archilochus colubris",9,5,2016,2,5.05335892084986,FALSE
"3280","Archilochus colubris",9,6,2016,3,18.8237653346732,FALSE
"3281","Archilochus colubris",9,6,2016,2,5.05335892084986,FALSE
"3282","Archilochus colubris",9,3,2016,2,5.05335892084986,FALSE
"3283","Archilochus colubris",8,27,2016,2,77.9538341099396,FALSE
"3284","Archilochus colubris",9,6,2016,2,5.05335892084986,FALSE
"3285","Archilochus colubris",9,5,2016,3,18.8237653346732,FALSE
"3286","Archilochus colubris",9,6,2016,1,39.993580779992,FALSE
"3287","Archilochus colubris",9,6,2016,3,18.8237653346732,FALSE
"3288","Archilochus colubris",9,6,2016,3,18.8237653346732,FALSE
"3289","Archilochus colubris",9,6,2016,3,18.8237653346732,FALSE
"3290","Archilochus colubris",9,8,2016,3,18.8237653346732,FALSE
"3291","Archilochus colubris",9,8,2016,3,18.8237653346732,FALSE
"3292","Archilochus colubris",9,7,2016,2,5.05335892084986,FALSE
"3293","Archilochus colubris",9,8,2016,2,5.05335892084986,FALSE
"3294","Archilochus colubris",9,8,2016,2,5.05335892084986,FALSE
"3295","Archilochus colubris",9,8,2016,2,5.05335892084986,FALSE
"3296","Archilochus colubris",9,8,2016,2,5.05335892084986,FALSE
"3297","Archilochus colubris",9,8,2016,2,5.05335892084986,FALSE
"3298","Archilochus colubris",9,7,2016,2,5.05335892084986,FALSE
"3299","Archilochus colubris",9,8,2016,2,5.05335892084986,FALSE
"3300","Archilochus colubris",9,7,2016,3,18.8237653346732,FALSE
"3301","Archilochus colubris",9,7,2016,3,18.8237653346732,FALSE
"3302","Archilochus colubris",8,31,2016,2,77.9538341099396,FALSE
"3303","Archilochus colubris",9,6,2016,2,5.05335892084986,FALSE
"3304","Archilochus colubris",9,6,2016,3,18.8237653346732,FALSE
"3305","Archilochus colubris",8,8,2016,3,13.2742640562356,FALSE
"3306","Archilochus colubris",8,17,2016,3,13.2742640562356,FALSE
"3307","Archilochus colubris",9,3,2016,3,18.8237653346732,FALSE
"3308","Archilochus colubris",9,7,2016,2,5.05335892084986,FALSE
"3309","Archilochus colubris",9,7,2016,2,5.05335892084986,FALSE
"3310","Archilochus colubris",9,7,2016,2,5.05335892084986,FALSE
"3311","Archilochus colubris",9,7,2016,2,5.05335892084986,FALSE
"3312","Archilochus colubris",9,7,2016,2,5.05335892084986,FALSE
"3313","Archilochus colubris",9,6,2016,2,5.05335892084986,FALSE
