"X.1","species","month","day","year","box","X","pollen","total","propn","occurrence"
5538,"Archilochus colubris",8,24,2016,2,325,7,176,0.0397727272727273,0
5539,"Archilochus colubris",8,24,2016,2,325,7,176,0.0397727272727273,0
5540,"Archilochus colubris",8,3,2016,1,152,16,390,0.041025641025641,0
5541,"Archilochus colubris",8,23,2016,2,325,7,176,0.0397727272727273,0
5542,"Archilochus colubris",8,24,2016,3,498,24,337,0.0712166172106825,1
5543,"Archilochus colubris",8,23,2016,3,498,24,337,0.0712166172106825,1
5544,"Archilochus colubris",8,24,2016,1,152,16,390,0.041025641025641,0
5545,"Archilochus colubris",8,24,2016,2,325,7,176,0.0397727272727273,0
5546,"Archilochus colubris",8,24,2016,2,325,7,176,0.0397727272727273,0
5547,"Archilochus colubris",8,24,2016,3,498,24,337,0.0712166172106825,1
5548,"Archilochus colubris",8,21,2016,2,325,7,176,0.0397727272727273,0
5549,"Archilochus colubris",6,16,2016,3,496,81,337,0.240356083086053,1
5550,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5551,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5552,"Archilochus colubris",8,24,2016,3,498,24,337,0.0712166172106825,1
5553,"Archilochus colubris",8,24,2016,3,498,24,337,0.0712166172106825,1
5554,"Archilochus colubris",7,27,2016,3,497,26,337,0.0771513353115727,1
5555,"Archilochus colubris",8,20,2016,3,498,24,337,0.0712166172106825,1
5556,"Archilochus colubris",8,5,2016,3,498,24,337,0.0712166172106825,1
5557,"Archilochus colubris",8,24,2016,2,325,7,176,0.0397727272727273,0
5558,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5559,"Archilochus colubris",8,26,2016,2,325,7,176,0.0397727272727273,0
5560,"Archilochus colubris",8,26,2016,3,498,24,337,0.0712166172106825,1
5561,"Archilochus colubris",8,25,2016,1,152,16,390,0.041025641025641,0
5562,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5563,"Archilochus colubris",8,23,2016,1,152,16,390,0.041025641025641,0
5564,"Archilochus colubris",8,26,2016,3,498,24,337,0.0712166172106825,1
5565,"Archilochus colubris",8,26,2016,3,498,24,337,0.0712166172106825,1
5566,"Archilochus colubris",8,24,2016,1,152,16,390,0.041025641025641,0
5567,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5568,"Archilochus colubris",8,26,2016,3,498,24,337,0.0712166172106825,1
5569,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5570,"Archilochus colubris",8,25,2016,2,325,7,176,0.0397727272727273,0
5571,"Archilochus colubris",8,24,2016,2,325,7,176,0.0397727272727273,0
5572,"Archilochus colubris",8,25,2016,2,325,7,176,0.0397727272727273,0
5573,"Archilochus colubris",8,25,2016,1,152,16,390,0.041025641025641,0
5574,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5575,"Archilochus colubris",8,24,2016,2,325,7,176,0.0397727272727273,0
5576,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5577,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5578,"Archilochus colubris",8,25,2016,2,325,7,176,0.0397727272727273,0
5579,"Archilochus colubris",8,15,2016,3,498,24,337,0.0712166172106825,1
5580,"Archilochus colubris",8,24,2016,2,325,7,176,0.0397727272727273,0
5581,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5582,"Archilochus colubris",8,25,2016,2,325,7,176,0.0397727272727273,0
5583,"Archilochus colubris",8,25,2016,2,325,7,176,0.0397727272727273,0
5584,"Archilochus colubris",8,25,2016,2,325,7,176,0.0397727272727273,0
5585,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5586,"Archilochus colubris",8,25,2016,1,152,16,390,0.041025641025641,0
5587,"Archilochus colubris",8,25,2016,2,325,7,176,0.0397727272727273,0
5588,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5589,"Archilochus colubris",8,25,2016,2,325,7,176,0.0397727272727273,0
5590,"Archilochus colubris",8,24,2016,3,498,24,337,0.0712166172106825,1
5591,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5592,"Archilochus colubris",8,25,2016,2,325,7,176,0.0397727272727273,0
5593,"Archilochus colubris",8,24,2016,2,325,7,176,0.0397727272727273,0
5594,"Archilochus colubris",4,24,2014,2,297,69,190,0.363157894736842,1
5595,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5596,"Archilochus colubris",8,25,2016,2,325,7,176,0.0397727272727273,0
5597,"Archilochus colubris",8,25,2016,2,325,7,176,0.0397727272727273,0
5598,"Archilochus colubris",8,25,2016,1,152,16,390,0.041025641025641,0
5599,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5600,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5601,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5602,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5603,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5604,"Archilochus colubris",8,24,2016,2,325,7,176,0.0397727272727273,0
5605,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5606,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5607,"Archilochus colubris",8,25,2016,2,325,7,176,0.0397727272727273,0
5608,"Archilochus colubris",8,23,2016,3,498,24,337,0.0712166172106825,1
5609,"Archilochus colubris",8,10,2016,3,498,24,337,0.0712166172106825,1
5610,"Archilochus colubris",8,24,2016,1,152,16,390,0.041025641025641,0
5611,"Archilochus colubris",8,24,2016,3,498,24,337,0.0712166172106825,1
5612,"Archilochus colubris",8,24,2016,3,498,24,337,0.0712166172106825,1
5613,"Archilochus colubris",8,24,2016,3,498,24,337,0.0712166172106825,1
5614,"Archilochus colubris",8,25,2016,2,325,7,176,0.0397727272727273,0
5615,"Archilochus colubris",8,26,2016,3,498,24,337,0.0712166172106825,1
5616,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5617,"Archilochus colubris",8,27,2016,3,498,24,337,0.0712166172106825,1
5618,"Archilochus colubris",8,27,2016,3,498,24,337,0.0712166172106825,1
5619,"Archilochus colubris",8,21,2016,3,498,24,337,0.0712166172106825,1
5620,"Archilochus colubris",8,10,2016,3,498,24,337,0.0712166172106825,1
5621,"Archilochus colubris",8,21,2016,2,325,7,176,0.0397727272727273,0
5622,"Archilochus colubris",8,27,2016,3,498,24,337,0.0712166172106825,1
5623,"Archilochus colubris",8,27,2016,3,498,24,337,0.0712166172106825,1
5624,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5625,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5626,"Archilochus colubris",8,26,2016,2,325,7,176,0.0397727272727273,0
5627,"Archilochus colubris",8,26,2016,2,325,7,176,0.0397727272727273,0
5628,"Archilochus colubris",8,26,2016,3,498,24,337,0.0712166172106825,1
5629,"Archilochus colubris",8,26,2016,2,325,7,176,0.0397727272727273,0
5630,"Archilochus colubris",8,26,2016,2,325,7,176,0.0397727272727273,0
5631,"Archilochus colubris",8,26,2016,2,325,7,176,0.0397727272727273,0
5632,"Archilochus colubris",8,26,2016,2,325,7,176,0.0397727272727273,0
5633,"Archilochus colubris",8,26,2016,3,498,24,337,0.0712166172106825,1
5634,"Archilochus colubris",4,24,2014,2,297,69,190,0.363157894736842,1
5635,"Archilochus colubris",8,26,2016,2,325,7,176,0.0397727272727273,0
5636,"Archilochus colubris",8,26,2016,3,498,24,337,0.0712166172106825,1
5637,"Archilochus colubris",8,21,2016,3,498,24,337,0.0712166172106825,1
5638,"Archilochus colubris",8,26,2016,3,498,24,337,0.0712166172106825,1
5639,"Archilochus colubris",8,20,2016,3,498,24,337,0.0712166172106825,1
5640,"Archilochus colubris",8,26,2016,2,325,7,176,0.0397727272727273,0
5641,"Archilochus colubris",8,26,2016,1,152,16,390,0.041025641025641,0
5642,"Archilochus colubris",8,26,2016,2,325,7,176,0.0397727272727273,0
5643,"Archilochus colubris",8,26,2016,1,152,16,390,0.041025641025641,0
5644,"Archilochus colubris",8,25,2016,3,498,24,337,0.0712166172106825,1
5645,"Archilochus colubris",8,26,2016,2,325,7,176,0.0397727272727273,0
5646,"Archilochus colubris",8,26,2016,3,498,24,337,0.0712166172106825,1
5647,"Archilochus colubris",8,26,2016,3,498,24,337,0.0712166172106825,1
5648,"Archilochus colubris",8,26,2016,3,498,24,337,0.0712166172106825,1
5649,"Archilochus colubris",8,27,2016,1,152,16,390,0.041025641025641,0
5650,"Archilochus colubris",8,27,2016,3,498,24,337,0.0712166172106825,1
5651,"Archilochus colubris",8,19,2016,1,152,16,390,0.041025641025641,0
5652,"Archilochus colubris",8,27,2016,3,498,24,337,0.0712166172106825,1
5653,"Archilochus colubris",8,27,2016,3,498,24,337,0.0712166172106825,1
5654,"Archilochus colubris",8,21,2016,3,498,24,337,0.0712166172106825,1
5655,"Archilochus colubris",8,21,2016,3,498,24,337,0.0712166172106825,1
5656,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5657,"Archilochus colubris",8,20,2016,3,498,24,337,0.0712166172106825,1
5658,"Archilochus colubris",8,25,2016,1,152,16,390,0.041025641025641,0
5659,"Archilochus colubris",8,27,2016,3,498,24,337,0.0712166172106825,1
5660,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5661,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5662,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5663,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5664,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5665,"Archilochus colubris",8,27,2016,1,152,16,390,0.041025641025641,0
5666,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5667,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5668,"Archilochus colubris",8,27,2016,3,498,24,337,0.0712166172106825,1
5669,"Archilochus colubris",8,27,2016,1,152,16,390,0.041025641025641,0
5670,"Archilochus colubris",8,27,2016,1,152,16,390,0.041025641025641,0
5671,"Archilochus colubris",8,23,2016,3,498,24,337,0.0712166172106825,1
5672,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5673,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5674,"Archilochus colubris",8,27,2016,3,498,24,337,0.0712166172106825,1
5675,"Archilochus colubris",8,27,2016,3,498,24,337,0.0712166172106825,1
5676,"Archilochus colubris",8,27,2016,3,498,24,337,0.0712166172106825,1
5677,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5678,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5679,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5680,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5681,"Archilochus colubris",8,27,2016,1,152,16,390,0.041025641025641,0
5682,"Archilochus colubris",8,27,2016,3,498,24,337,0.0712166172106825,1
5683,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5684,"Archilochus colubris",8,27,2016,3,498,24,337,0.0712166172106825,1
5685,"Archilochus colubris",8,19,2016,2,325,7,176,0.0397727272727273,0
5686,"Archilochus colubris",8,28,2016,3,498,24,337,0.0712166172106825,1
5687,"Archilochus colubris",8,28,2016,3,498,24,337,0.0712166172106825,1
5688,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5689,"Archilochus colubris",8,28,2016,3,498,24,337,0.0712166172106825,1
5690,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5691,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5692,"Archilochus colubris",8,28,2016,3,498,24,337,0.0712166172106825,1
5693,"Archilochus colubris",8,28,2016,3,498,24,337,0.0712166172106825,1
5694,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5695,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5696,"Archilochus colubris",8,28,2016,3,498,24,337,0.0712166172106825,1
5697,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5698,"Archilochus colubris",8,28,2016,3,498,24,337,0.0712166172106825,1
5699,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5700,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5701,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5702,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5703,"Archilochus colubris",8,28,2016,3,498,24,337,0.0712166172106825,1
5704,"Archilochus colubris",8,28,2016,3,498,24,337,0.0712166172106825,1
5705,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5706,"Archilochus colubris",8,28,2016,3,498,24,337,0.0712166172106825,1
5707,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5708,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5709,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5710,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5711,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5712,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5713,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5714,"Archilochus colubris",8,28,2016,3,498,24,337,0.0712166172106825,1
5715,"Archilochus colubris",8,28,2016,1,152,16,390,0.041025641025641,0
5716,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5717,"Archilochus colubris",8,28,2016,3,498,24,337,0.0712166172106825,1
5718,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5719,"Archilochus colubris",8,28,2016,3,498,24,337,0.0712166172106825,1
5720,"Archilochus colubris",8,27,2016,3,498,24,337,0.0712166172106825,1
5721,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5722,"Archilochus colubris",8,29,2016,2,325,7,176,0.0397727272727273,0
5723,"Archilochus colubris",8,29,2016,2,325,7,176,0.0397727272727273,0
5724,"Archilochus colubris",8,29,2016,3,498,24,337,0.0712166172106825,1
5725,"Archilochus colubris",8,29,2016,2,325,7,176,0.0397727272727273,0
5726,"Archilochus colubris",8,29,2016,2,325,7,176,0.0397727272727273,0
5727,"Archilochus colubris",8,29,2016,2,325,7,176,0.0397727272727273,0
5728,"Archilochus colubris",8,29,2016,3,498,24,337,0.0712166172106825,1
5729,"Archilochus colubris",8,29,2016,2,325,7,176,0.0397727272727273,0
5730,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5731,"Archilochus colubris",8,26,2016,2,325,7,176,0.0397727272727273,0
5732,"Archilochus colubris",8,29,2016,2,325,7,176,0.0397727272727273,0
5733,"Archilochus colubris",8,29,2016,2,325,7,176,0.0397727272727273,0
5734,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5735,"Archilochus colubris",8,28,2016,3,498,24,337,0.0712166172106825,1
5736,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5737,"Archilochus colubris",8,28,2016,1,152,16,390,0.041025641025641,0
5738,"Archilochus colubris",8,27,2016,3,498,24,337,0.0712166172106825,1
5739,"Archilochus colubris",8,3,2016,3,498,24,337,0.0712166172106825,1
5740,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5741,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5742,"Archilochus colubris",8,20,2016,2,325,7,176,0.0397727272727273,0
5743,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5744,"Archilochus colubris",8,28,2016,3,498,24,337,0.0712166172106825,1
5745,"Archilochus colubris",8,28,2016,3,498,24,337,0.0712166172106825,1
5746,"Archilochus colubris",8,29,2016,2,325,7,176,0.0397727272727273,0
5747,"Archilochus colubris",8,29,2016,2,325,7,176,0.0397727272727273,0
5748,"Archilochus colubris",8,29,2016,1,152,16,390,0.041025641025641,0
5749,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5750,"Archilochus colubris",8,18,2016,3,498,24,337,0.0712166172106825,1
5751,"Archilochus colubris",8,29,2016,3,498,24,337,0.0712166172106825,1
5752,"Archilochus colubris",8,29,2016,3,498,24,337,0.0712166172106825,1
5753,"Archilochus colubris",8,28,2016,3,498,24,337,0.0712166172106825,1
5754,"Archilochus colubris",8,29,2016,3,498,24,337,0.0712166172106825,1
5755,"Archilochus colubris",8,29,2016,2,325,7,176,0.0397727272727273,0
5756,"Archilochus colubris",8,29,2016,2,325,7,176,0.0397727272727273,0
5757,"Archilochus colubris",8,29,2016,3,498,24,337,0.0712166172106825,1
5758,"Archilochus colubris",8,28,2016,3,498,24,337,0.0712166172106825,1
5759,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5760,"Archilochus colubris",8,28,2016,3,498,24,337,0.0712166172106825,1
5761,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5762,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5763,"Archilochus colubris",8,30,2016,2,325,7,176,0.0397727272727273,0
5764,"Archilochus colubris",8,30,2016,2,325,7,176,0.0397727272727273,0
5765,"Archilochus colubris",8,30,2016,2,325,7,176,0.0397727272727273,0
5766,"Archilochus colubris",8,30,2016,3,498,24,337,0.0712166172106825,1
5767,"Archilochus colubris",8,30,2016,2,325,7,176,0.0397727272727273,0
5768,"Archilochus colubris",8,30,2016,3,498,24,337,0.0712166172106825,1
5769,"Archilochus colubris",8,29,2016,3,498,24,337,0.0712166172106825,1
5770,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5771,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5772,"Archilochus colubris",8,20,2016,2,325,7,176,0.0397727272727273,0
5773,"Archilochus colubris",8,29,2016,2,325,7,176,0.0397727272727273,0
5774,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5775,"Archilochus colubris",8,29,2016,3,498,24,337,0.0712166172106825,1
5776,"Archilochus colubris",8,30,2016,2,325,7,176,0.0397727272727273,0
5777,"Archilochus colubris",8,30,2016,3,498,24,337,0.0712166172106825,1
5778,"Archilochus colubris",8,29,2016,3,498,24,337,0.0712166172106825,1
5779,"Archilochus colubris",8,29,2016,3,498,24,337,0.0712166172106825,1
5780,"Archilochus colubris",8,29,2016,3,498,24,337,0.0712166172106825,1
5781,"Archilochus colubris",8,30,2016,3,498,24,337,0.0712166172106825,1
5782,"Archilochus colubris",8,30,2016,3,498,24,337,0.0712166172106825,1
5783,"Archilochus colubris",8,30,2016,2,325,7,176,0.0397727272727273,0
5784,"Archilochus colubris",8,30,2016,3,498,24,337,0.0712166172106825,1
5785,"Archilochus colubris",8,30,2016,3,498,24,337,0.0712166172106825,1
5786,"Archilochus colubris",8,30,2016,2,325,7,176,0.0397727272727273,0
5787,"Archilochus colubris",8,30,2016,2,325,7,176,0.0397727272727273,0
5788,"Archilochus colubris",8,30,2016,3,498,24,337,0.0712166172106825,1
5789,"Archilochus colubris",8,25,2016,2,325,7,176,0.0397727272727273,0
5790,"Archilochus colubris",8,29,2016,2,325,7,176,0.0397727272727273,0
5791,"Archilochus colubris",8,29,2016,3,498,24,337,0.0712166172106825,1
5792,"Archilochus colubris",8,26,2016,1,152,16,390,0.041025641025641,0
5793,"Archilochus colubris",8,27,2016,1,152,16,390,0.041025641025641,0
5794,"Archilochus colubris",8,29,2016,2,325,7,176,0.0397727272727273,0
5795,"Archilochus colubris",8,30,2016,3,498,24,337,0.0712166172106825,1
5796,"Archilochus colubris",8,31,2016,3,498,24,337,0.0712166172106825,1
5797,"Archilochus colubris",8,31,2016,2,325,7,176,0.0397727272727273,0
5798,"Archilochus colubris",8,31,2016,3,498,24,337,0.0712166172106825,1
5799,"Archilochus colubris",8,31,2016,2,325,7,176,0.0397727272727273,0
5800,"Archilochus colubris",8,31,2016,3,498,24,337,0.0712166172106825,1
5801,"Archilochus colubris",8,31,2016,2,325,7,176,0.0397727272727273,0
5802,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5803,"Archilochus colubris",8,29,2016,2,325,7,176,0.0397727272727273,0
5804,"Archilochus colubris",8,30,2016,1,152,16,390,0.041025641025641,0
5805,"Archilochus colubris",8,29,2016,3,498,24,337,0.0712166172106825,1
5806,"Archilochus colubris",8,30,2016,3,498,24,337,0.0712166172106825,1
5807,"Archilochus colubris",8,30,2016,1,152,16,390,0.041025641025641,0
5808,"Archilochus colubris",8,30,2016,2,325,7,176,0.0397727272727273,0
5809,"Archilochus colubris",8,26,2016,3,498,24,337,0.0712166172106825,1
5810,"Archilochus colubris",8,30,2016,2,325,7,176,0.0397727272727273,0
5811,"Archilochus colubris",8,30,2016,3,498,24,337,0.0712166172106825,1
5812,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5813,"Archilochus colubris",8,30,2016,2,325,7,176,0.0397727272727273,0
5814,"Archilochus colubris",8,30,2016,2,325,7,176,0.0397727272727273,0
5815,"Archilochus colubris",9,1,2016,3,499,31,337,0.0919881305637982,1
5816,"Archilochus colubris",9,1,2016,2,326,9,176,0.0511363636363636,1
5817,"Archilochus colubris",8,27,2016,1,152,16,390,0.041025641025641,0
5818,"Archilochus colubris",9,1,2016,3,499,31,337,0.0919881305637982,1
5819,"Archilochus colubris",9,1,2016,2,326,9,176,0.0511363636363636,1
5820,"Archilochus colubris",9,1,2016,3,499,31,337,0.0919881305637982,1
5821,"Archilochus colubris",8,31,2016,2,325,7,176,0.0397727272727273,0
5822,"Archilochus colubris",8,30,2016,3,498,24,337,0.0712166172106825,1
5823,"Archilochus colubris",9,1,2016,1,153,21,390,0.0538461538461538,1
5824,"Archilochus colubris",9,1,2016,2,326,9,176,0.0511363636363636,1
5825,"Archilochus colubris",8,31,2016,2,325,7,176,0.0397727272727273,0
5826,"Archilochus colubris",8,31,2016,2,325,7,176,0.0397727272727273,0
5827,"Archilochus colubris",8,29,2016,2,325,7,176,0.0397727272727273,0
5828,"Archilochus colubris",9,1,2016,3,499,31,337,0.0919881305637982,1
5829,"Archilochus colubris",8,31,2016,2,325,7,176,0.0397727272727273,0
5830,"Archilochus colubris",9,1,2016,1,153,21,390,0.0538461538461538,1
5831,"Archilochus colubris",8,31,2016,3,498,24,337,0.0712166172106825,1
5832,"Archilochus colubris",8,29,2016,1,152,16,390,0.041025641025641,0
5833,"Archilochus colubris",8,31,2016,2,325,7,176,0.0397727272727273,0
5834,"Archilochus colubris",8,31,2016,2,325,7,176,0.0397727272727273,0
5835,"Archilochus colubris",8,31,2016,1,152,16,390,0.041025641025641,0
5836,"Archilochus colubris",8,31,2016,2,325,7,176,0.0397727272727273,0
5837,"Archilochus colubris",8,31,2016,3,498,24,337,0.0712166172106825,1
5838,"Archilochus colubris",3,12,2005,1,15,25,196,0.127551020408163,1
5839,"Archilochus colubris",8,27,2016,3,498,24,337,0.0712166172106825,1
5840,"Archilochus colubris",8,31,2016,2,325,7,176,0.0397727272727273,0
5841,"Archilochus colubris",8,31,2016,2,325,7,176,0.0397727272727273,0
5842,"Archilochus colubris",8,31,2016,3,498,24,337,0.0712166172106825,1
5843,"Archilochus colubris",8,31,2016,2,325,7,176,0.0397727272727273,0
5844,"Archilochus colubris",8,31,2016,2,325,7,176,0.0397727272727273,0
5845,"Archilochus colubris",8,31,2016,3,498,24,337,0.0712166172106825,1
5846,"Archilochus colubris",8,31,2016,2,325,7,176,0.0397727272727273,0
5847,"Archilochus colubris",8,31,2016,2,325,7,176,0.0397727272727273,0
5848,"Archilochus colubris",8,31,2016,2,325,7,176,0.0397727272727273,0
5849,"Archilochus colubris",8,31,2016,2,325,7,176,0.0397727272727273,0
5850,"Archilochus colubris",8,30,2016,1,152,16,390,0.041025641025641,0
5851,"Archilochus colubris",8,24,2016,2,325,7,176,0.0397727272727273,0
5852,"Archilochus colubris",8,30,2016,1,152,16,390,0.041025641025641,0
5853,"Archilochus colubris",8,31,2016,2,325,7,176,0.0397727272727273,0
5854,"Archilochus colubris",8,19,2016,2,325,7,176,0.0397727272727273,0
5855,"Archilochus colubris",8,28,2016,2,325,7,176,0.0397727272727273,0
5856,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5857,"Archilochus colubris",8,25,2016,2,325,7,176,0.0397727272727273,0
5858,"Archilochus colubris",8,24,2016,2,325,7,176,0.0397727272727273,0
5859,"Archilochus colubris",8,20,2016,2,325,7,176,0.0397727272727273,0
5860,"Archilochus colubris",9,2,2016,2,326,9,176,0.0511363636363636,1
5861,"Archilochus colubris",9,2,2016,3,499,31,337,0.0919881305637982,1
5862,"Archilochus colubris",9,2,2016,3,499,31,337,0.0919881305637982,1
5863,"Archilochus colubris",9,2,2016,3,499,31,337,0.0919881305637982,1
5864,"Archilochus colubris",9,1,2016,2,326,9,176,0.0511363636363636,1
5865,"Archilochus colubris",9,1,2016,2,326,9,176,0.0511363636363636,1
5866,"Archilochus colubris",9,2,2016,3,499,31,337,0.0919881305637982,1
5867,"Archilochus colubris",9,2,2016,3,499,31,337,0.0919881305637982,1
5868,"Archilochus colubris",8,31,2016,3,498,24,337,0.0712166172106825,1
5869,"Archilochus colubris",9,1,2016,3,499,31,337,0.0919881305637982,1
5870,"Archilochus colubris",9,1,2016,3,499,31,337,0.0919881305637982,1
5871,"Archilochus colubris",9,1,2016,1,153,21,390,0.0538461538461538,1
5872,"Archilochus colubris",8,27,2016,2,325,7,176,0.0397727272727273,0
5873,"Archilochus colubris",5,29,2007,3,387,25,170,0.147058823529412,1
5874,"Archilochus colubris",9,1,2016,2,326,9,176,0.0511363636363636,1
5875,"Archilochus colubris",6,7,2008,3,400,11,154,0.0714285714285714,1
5876,"Archilochus colubris",9,1,2016,2,326,9,176,0.0511363636363636,1
5877,"Archilochus colubris",8,26,2016,3,498,24,337,0.0712166172106825,1
5878,"Archilochus colubris",9,1,2016,3,499,31,337,0.0919881305637982,1
5879,"Archilochus colubris",9,1,2016,2,326,9,176,0.0511363636363636,1
5880,"Archilochus colubris",9,1,2016,3,499,31,337,0.0919881305637982,1
5881,"Archilochus colubris",9,1,2016,3,499,31,337,0.0919881305637982,1
5882,"Archilochus colubris",9,1,2016,1,153,21,390,0.0538461538461538,1
5883,"Archilochus colubris",9,1,2016,1,153,21,390,0.0538461538461538,1
5884,"Archilochus colubris",8,31,2016,3,498,24,337,0.0712166172106825,1
5885,"Archilochus colubris",9,1,2016,3,499,31,337,0.0919881305637982,1
5886,"Archilochus colubris",8,30,2016,3,498,24,337,0.0712166172106825,1
5887,"Archilochus colubris",9,1,2016,1,153,21,390,0.0538461538461538,1
5888,"Archilochus colubris",9,2,2016,1,153,21,390,0.0538461538461538,1
5889,"Archilochus colubris",9,2,2016,2,326,9,176,0.0511363636363636,1
5890,"Archilochus colubris",9,2,2016,3,499,31,337,0.0919881305637982,1
5891,"Archilochus colubris",9,2,2016,3,499,31,337,0.0919881305637982,1
5892,"Archilochus colubris",9,2,2016,1,153,21,390,0.0538461538461538,1
5893,"Archilochus colubris",9,2,2016,1,153,21,390,0.0538461538461538,1
5894,"Archilochus colubris",9,2,2016,1,153,21,390,0.0538461538461538,1
5895,"Archilochus colubris",9,2,2016,3,499,31,337,0.0919881305637982,1
5896,"Archilochus colubris",9,2,2016,3,499,31,337,0.0919881305637982,1
